"Libellé Sortie";"Code Enquète";"Heure début récolte";"Temps passé récolte";"Temps total Peche";"Nb pêcheurs récolte";"Panier vide";"Conformité maille";" Conformité quantité";"Tri du panier";"Espece";"Poids récolte";"Nb individus";"Volume récolté";"Type évaluation";"Poids maille";"Nb maille";"Volume maille";"Type évaluation maille";"Taille échantillon"
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_28";;;;;1;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_29";;;;;2;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_29";;;;;2;"Non";;;;"Palourdes";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_3";;;;;1;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_4";;;;;1;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_5";;;;;2;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_5";;;;;2;"Non";;;;"Lutraires";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_5";;;;;2;"Non";;;;"Couteaux";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_6";;;;;2;"Oui";;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_7";;;;;1;"Oui";;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_8";;;;;2;"Non";;;;"Etrille";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_9";;;;;2;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_9";;;;;2;"Non";;;;"Vernis";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_9";;;;;2;"Non";;;;"Palourdes";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+Nathalie DuboisLavergne_3";;;;;1;"Oui";;;
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_1";;;;;3;"Non";;;;"Palourdes";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_1";;;;;3;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_1";;;;;3;"Non";;;;"Couteaux";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_2";;;;;1;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_2";;;;;1;"Non";;;;"Palourdes";;;;;;;;;
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_2";;;;;1;"Non";;;;"Vernis";;;;;;;;;
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_11";;;;;1;"Non";;;;"Couteaux";;11;;;315.81;;;;
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_11";;;;;1;"Non";;;;"Coques";2000.0;212;;;2000.0;;;;
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_11";;;;;1;"Non";;;;"Lutraires";;13;;;;;;;
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_12";;;;;2;"Non";;;;"Palourdes";59.980000000000004;4;;;38.78;;;;
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_12";;;;;2;"Non";;;;"Couteaux";;24;;;689.04;;;;
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_12";;;;;2;"Non";;;;"Praire";27.88;1;;;27.88;;;;
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_12";;;;;2;"Non";;;;"Vernis";57.85;1;;;57.58;;;;
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_12";;;;;2;"Non";;;;"Coques";165.89000000000001;19;;;150.56;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_1";;;;60;1;"Oui";;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_10";;;120;135;1;"Non";;;;"Palourdes";72.39;6;;;19.39;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_11";;;97;120;1;"Non";;;;"Couteaux";;10;;;287.1;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_12";;;123;130;3;"Non";;;;"Moules";200.0;50;;;;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_13";;;67;;1;"Non";;;;"Coques";164.0;4;;;164.0;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_2";;;75;120;2;"Non";;;;"Palourdes";577.05;42;;;290.85;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_2";;;75;120;2;"Non";;;;"Coques";38.45;5;;;28.23;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_3";;;87;140;1;"Non";;;;"Coques";100.0;11;;;85.0;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_3";;;87;140;1;"Non";;;;"Moules";200.0;;;;;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_3";;;87;140;1;"Non";;;;"Bigorneaux";;;;;;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_4";;;15;90;2;"Oui";;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_5";;;65;75;1;"Oui";;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_6";;;88;128;1;"Oui";;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_7";;;10;60;2;"Non";;;;"Palourdes";106.0;10;;;;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_8";;;75;90;1;"Non";;;;"Palourdes";104.19;9;;;19.39;;;;
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_8";;;75;90;1;"Non";;;;"Coques";850.1800000000001;54;;;656.0;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_1";;;30;30;1;"Non";;;;"Moules";100.0;10;;;100.0;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_1";;;30;30;1;"Non";;;;"Coques";870.0;25;;;94.35;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_1";;;30;30;1;"Non";;;;"Bigorneaux";1160.0;132;;;;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_10";;;60;75;1;"Non";;;;"Coques";419.27;77;;;56.46;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_2";;;60;60;1;"Non";;;;"Coques";1700.0;52;;;1460.0;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_3";;;30;60;1;"Non";;;;"Coques";316.45;35;;;301.12;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_4";;;75;135;2;"Non";;;;"Couteaux";;26;;;717.75;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_5";;;90;90;3;"Non";;;;"Lutraires";2900.0;19;;;;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_6";;;60;60;2;"Non";;;;"Couteaux";;27;;;746.46;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_7";;;;;2;"Non";;;;"Lutraires";;;;;;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_8";;;10;100;2;"Non";;;;"Coques";37.64;4;;;37.64;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_9";;;120;135;2;"Non";;;;"Couteaux";;7;;;;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_9";;;120;135;2;"Non";;;;"Coques";329.35;35;;;329.35;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_9";;;120;135;2;"Non";;;;"Palourdes";19.39;1;;;19.39;;;;
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_9";;;120;135;2;"Non";;;;"Lutraires";1800.0;12;;;;;;;
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_1";;;30;60;1;"Non";;;;"Coques";127.44;14;;;122.33;;;;
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_1";;;30;60;1;"Non";;;;"Palourdes";29.990000000000002;2;;;19.39;;;;
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_2";;;85;130;1;"Non";;;;"Coques";400.0;67;;;120.0;;;;
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_3";;;90;90;1;"Non";;;;"Lutraires";;133;;;;;;;
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_4";;;;;2;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_1";;;90;150;2;"Non";;;;"Palourdes";1660.0;121;;;830.0;;;;
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_2";;;120;150;1;"Non";;;;"Palourdes";2040.0;170;;;510.0;;;;
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_3";;;60;120;1;"Non";;;;"Palourdes";720.0;37;;;720.0;;;;
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_4";;;120;180;1;"Non";;;;"Palourdes";1600.0;116;;;800.0;;;;
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_5";;;90;150;1;"Non";;;;"Palourdes";155.12;8;;;155.12;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_1";;;5;95;3;"Non";;;;"Palourdes";21.2;2;;;;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_1";;;5;95;3;"Non";;;;"Coques";133.22;5;;;123.0;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_10";;;;;1;"Non";;;;"Palourdes";193.9;10;;;193.9;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_11";;;15;45;2;"Non";;;;"Coques";133.22;5;;;123.0;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_11";;;15;45;2;"Non";;;;"Palourdes";49.38;3;;;38.78;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_2";;;60;105;2;"Non";;;;"Palourdes";465.36;24;;;465.36;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_2";;;60;105;2;"Non";;;;"Coques";41.0;1;;;41.0;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_3";;;;90;3;"Oui";;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_4&5";;;60;75;1;"Non";;;;"Vers annélides";;100;;;;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_4&5";;;60;75;1;"Non";;;;"Palourdes";19.39;1;;;19.39;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_6";;;;;1;"Non";;;;"Coques";800.0;85;;;800.0;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_6";;;;;1;"Non";;;;"Palourdes";200.0;10;;;200.0;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_7";;;45;105;2;"Non";;;;"Coques";1255.55;35;;;1230.0;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_8";;;60;75;2;"Non";;;;"Moules";28.0;4;;;20000.0;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_8";;;60;75;2;"Non";;;;"Coques";210.11;6;;;205.0;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_8";;;60;75;2;"Non";;;;"Bigorneaux";25.92;3;;;;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_9";;;60;90;3;"Non";;;;"Palourdes";58.17;3;;;58.17;;;;
"Goaz Trez/Toëno_04/07/2016_Franck Delisle_9";;;60;90;3;"Non";;;;"Coques";3000.0;560;;;300.0;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_1";;;30;30;1;"Non";;;;"Coques";307.2;25;;;205.0;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_10";;;90;110;1;"Non";;;;"Coques";1000.0;115;;;900.0;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_11";;;45;90;1;"Non";;;;"Palourdes";42.4;4;;;;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_11";;;45;90;1;"Non";;;;"Lutraires";150.0;;;;;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_11";;;45;90;1;"Non";;;;"Coques";51.1;10;;;;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_12";;;60;60;2;"Non";;;;"Palourdes";537.75;30;;;484.75;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_2";;;70;90;2;"Non";;;;"Coques";1255.55;35;;;1230.0;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_3";;;60;80;3;"Non";;;;"Palourdes";370.48;25;;;232.68;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_3";;;60;80;3;"Non";;;;"Coques";2705.76;80;;;2624.0;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_4";;;10;80;1;"Oui";;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_5";;;10;60;1;"Non";;;;"Vers annélides";;;;;;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_6";;;10;80;4;"Oui";;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_7";;;60;60;2;"Non";;;;"Couteaux";;3;;;86.13;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_7";;;60;60;2;"Non";;;;"Coques";245.76;20;;;164.0;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_7";;;60;60;2;"Non";;;;"Lutraires";600.0;;;;;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_8";;;120;120;2;"Non";;;;"Palourdes";10.6;1;;;;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_8";;;120;120;2;"Non";;;;"Coques";1209.44;33;;;1189.0;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_9";;;60;110;2;"Non";;;;"Palourdes";396.85;25;;;290.85;;;;
"Goaz Trez/Toëno_04/07/2016_Morgane Declerck_9";;;60;110;2;"Non";;;;"Coques";824.99;28;;;779.0;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_1";;;;120;3;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_1";;;;120;3;"Non";;;;"Crabe vert d'Europe, crabe enragé";;;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_1";;;;120;3;"Non";;;;"Palourdes";;;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_10";;;60;90;2;"Non";;;;"Coques";1000.0;106;;;1000.0;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_10";;;60;90;2;"Non";;;;"Bigorneaux";95.04;11;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_11";;;15;30;2;"Non";;;;"Patelles";114.60000000000001;12;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_11";;;15;30;2;"Non";;;;"Bigorneaux";43.2;5;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_2";;;20;90;1;"Non";;;;"Coques";82.0;2;;;82.0;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_2";;;20;90;1;"Non";;;;"Bigorneaux";181.44;21;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_3";;;60;90;1;"Non";;;;"Palourdes";202.95;15;;;96.95;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_3";;;60;90;1;"Non";;;;"Coques";1691.1;50;;;1640.0;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_4";;;20;80;1;"Non";;;;"Crabe vert d'Europe, crabe enragé";385.48;4;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_4";;;20;80;1;"Non";;;;"Bigorneaux";345.6;40;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_5";;;60;90;1;"Non";;;;"Bigorneaux";518.4000000000001;60;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_6";;;15;30;1;"Non";;;;"Bigorneaux";518.4000000000001;60;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_7";;;135;135;1;"Non";;;;"Couteaux";;25;;;717.75;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_8";;;;30;1;"Non";;;;"Palourdes";;;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_9";;;30;120;1;"Non";;;;"Couteaux";;7;;;200.97;;;;
"Goaz Trez/Toëno_05/07/2016_Franck Delisle&Didier Lucas_9";;;30;120;1;"Non";;;;"Palourdes";19.39;1;;;19.39;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_1";;;15;60;2;"Non";;;;"Palourdes";193.9;10;;;193.9;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_10";;;60;105;1;"Non";;;;"Coques";820.0;20;;;820.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_11";;;30;30;2;"Non";;;;"Coques";507.3299999999999;15;;;492.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_11";;;30;30;2;"Non";;;;"Palourdes";445.97;23;;;445.97;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_12";;;15;75;3;"Non";;;;"Coques";128.11;4;;;123.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_13";;;60;60;1;"Non";;;;"Coques";1500.0;204;;;1000.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_2";;;30;75;2;"Non";;;;"Coques";615.0;15;;;615.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_2";;;30;75;2;"Non";;;;"Palourdes";542.9200000000001;28;;;542.9200000000001;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_3";;;45;75;5;"Non";;;;"Coques";1025.0;25;;;1025.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_4";;;90;90;2;"Non";;;;"Coques";800.0;85;;;800.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_5";;;90;90;2;"Non";;;;"Lutraires";;20;;;;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_6";;;10;70;11;"Non";;;;"Palourdes";77.56;4;;;77.56;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_6";;;10;70;11;"Non";;;;"Coques";250.98999999999998;14;;;205.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_7";;;90;150;1;"Non";;;;"Coques";1000.0;124;;;800.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_8";;;40;57;1;"Non";;;;"Coques";645.42;35;;;533.0;;;;
"Goaz Trez/Toëno_05/07/2016_Morgane Declerck_9";;;30;60;1;"Non";;;;"Coques";;;;;;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_1";;;85;85;2;"Non";;;;"Palourdes";400.0;24;;;320.0;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_1";;;85;85;2;"Non";;;;"Coques";400.0;49;;;320.0;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_10";;;60;120;2;"Non";;;;"Palourdes";292.91999999999996;21;;;155.12;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_10";;;60;120;2;"Non";;;;"Coques";164.0;4;;;164.0;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_11";;;45;75;1;"Non";;;;"Palourdes";794.99;41;;;794.99;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_11";;;45;75;1;"Non";;;;"Coques";410.0;10;;;410.0;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_2";;;10;60;2;"Non";;;;"Palourdes";38.78;2;;;38.78;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_2";;;10;60;2;"Non";;;;"Coques";615.0;15;;;615.0;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_3";;;20;80;1;"Non";;;;"Palourdes";59.980000000000004;4;;;38.78;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_3";;;20;80;1;"Non";;;;"Coques";501.97999999999996;28;;;410.0;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_4";;;60;90;1;"Non";;;;"Coques";1741.0;130;;;1230.0;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_4";;;60;90;1;"Non";;;;"Palourdes";88.16;5;;;77.56;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_5";;;60;90;1;"Non";;;;"Palourdes";193.9;10;;;193.9;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_5";;;60;90;1;"Non";;;;"Coques";2992.88;80;;;2952.0;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_6";;;75;120;1;"Non";;;;"Palourdes";155.12;8;;;155.12;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_6";;;75;120;1;"Non";;;;"Praire";41.5;2;;;27.88;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_7";;;;61;1;"Non";;;;"Palourdes";;;;;;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_8";;;60;90;2;"Non";;;;"Coques";164.0;4;;;164.0;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_8";;;60;90;2;"Non";;;;"Palourdes";174.51;9;;;174.51;;;;
"Goaz Trez/Toëno_07/06/2016_Fracnk Delisle&Claire Kervarec_9";;;30;138;2;"Oui";;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_1";;;30;;1;"Non";;;;"Palourdes";96.95;5;;;96.95;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_2";;;60;90;2;"Non";;;;"Bigorneaux";35.0;4;;;;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_2";;;60;90;2;"Non";;;;"Moules";35.0;5;;;35.0;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_2";;;60;90;2;"Non";;;;"Palourdes";700.0;39;;;630.0;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_2";;;60;90;2;"Non";;;;"Coques";2100.0;241;;;1890.0;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_3";;;60;120;1;"Non";;;;"Palourdes";193.9;10;;;193.9;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_3";;;60;120;1;"Non";;;;"Moules";100.0;10;;;100.0;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_3";;;60;120;1;"Non";;;;"Coques";492.0;12;;;492.0;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_4";;;90;90;1;"Non";;;;"Palourdes";100.0;5;;;100.0;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_4";;;90;90;1;"Non";;;;"Coques";400.0;42;;;400.0;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_5";;;20;20;1;"Non";;;;"Coques";584.22;16;;;574.0;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_6";;;5;65;2;"Non";;;;"Coques";558.4300000000001;25;;;492.0;;;;
"Goaz Trez/Toëno_07/06/2016_Jean-Pierre Guillosson& Philippe De la Landes_7";;;10;15;2;"Non";;;;"Couteaux";;2;;;57.42;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_1";;;20;50;1;"Non";;;;"Coques";164.0;4;;;164.0;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_2";;;35;120;3;"Non";;;;"Coques";691.65;30;;;615.0;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_3";;;110;180;2;"Non";;;;"Couteaux";;5;;;143.55;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_3";;;110;180;2;"Non";;;;"Coques";205.0;5;;;205.0;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_4";;;15;65;3;"Non";;;;"Coques";133.22;5;;;123.0;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_4";;;15;65;3;"Non";;;;"Lutraires";450.0;3;;;;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_5";;;60;115;1;"Non";;;;"Coques";410.0;10;;;410.0;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_5";;;60;115;1;"Non";;;;"Couteaux";;1;;;28.71;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_6";;;30;170;4;"Non";;;;"Palourdes";352.64;20;;;310.24;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_6";;;30;170;4;"Non";;;;"Coques";102.44;6;;;82.0;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_7";;;60;90;2;"Non";;;;"Palourdes";19.39;1;;;19.39;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_7";;;60;90;2;"Non";;;;"Moules";430.0;43;;;430.0;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_7";;;60;90;2;"Non";;;;"Coques";615.0;15;;;615.0;;;;
"Goaz Trez/Toëno_07/06/2016_Morgane Declerck&Emma de la Landes_8";;;70;100;2;"Non";;;;"Bigorneaux";500.0;57;;;;;;;
