"Libellé Sortie";"Code Enquète";"Milieu(x)";"Espéces";"Outils ou techniques";"Conformité outil(s)";"Estimation Reglement";"Connaissance Reglement";"Premiere Peche";"Annee Premiere Peche";"Peche Chaque Annee";"Frequence Declaree Peche";"Mois de peche";"Nb Peches Annuelles";"Péche du jour";"Frequence Indiquee";"Espéces prélevées";"Prélèvement annuel poids";"Prélèvement annuel nombre";"Choix des marées";"Coefficient Maree Mini";"Coefficient Maree NSP";"Autre Sites fréquentés";"Départements";"Nom sites";"Motivation(s)";"Autres types de peche"
"2018-10-08-GONB-SEN-015";"2018-10-08_GONB_12A_372874";"";"Coquille Saint-Jacques";"Rateau  ";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"4";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Gratuité des produits | Convivialité";"Aucune autre pêche"
"2018-10-08-GONB-SEN-017";"2018-10-08_GONB_12A_372883";"";"Praire";"Griffe (générique)";"";"";"";"";"";"Oui";"";"";"6";"";"";"";"";"";"Lorsque la météo favorable";"90";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-10-08-GONB-SEN-018";"2018-10-08_GONB_12A_372891";"";"Palourdes | Praire | Coquille Saint-Jacques";"Grattoir";"";"Ne Sait Pas";"";"";"";"Non";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Convivialité";"Du  bord : Chasse sous-marine"
"2018-07-11-GUER-SEN-038";"2018-07-11_GUER_3A_372939";"Sables vaseux";"Coque commune";"Griffe à dents";"";"Oui";"Oui";"";"";"Oui";"";"";"200";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-06-05-GUER-SEN-001";"2018-06-05_GUER_3B_372971";"Sables vaseux";"Coque commune";"Au doigt";"";"Oui";"Oui";"";"";"Oui";"";"";"24";"";"";"";"";"";"Uniquement en week-end/vacances";"80";"";"";"";"";"Plaisir : aspect ludique";"Du  bord : Ligne | Eaux douces"
"2018-06-13-GUER-SEN-060";"2018-06-13_GUER_3B_372985";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Ne Sait Pas";"Non Renseigné";"Non Renseigné";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-10-11-GONB-SEN-006";"2018-10-11_GONB_01A_381183";"Sables vaseux";"Coques";"Rateau à coques";"";"Oui";"Oui";"Non";"1985";"Oui";"";"Juin | Juil | Aou | Sep | Oct";"10";"Régulière (>25%)";"";"Palourdes | Etrille";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"40";"";"Oui";"Côtes-d'Armor";"Dahouët à Pléneuf, Mielles à Saint Cast";"Paysage et bon air | Plaisir : aspect ludique";"En bateau : Ligne | Du  bord : Ligne"
"2018-10-08-GONB-SEN-019";"2018-10-08_GONB_12A_381196";"";"Palourdes | Praire | Coquille Saint-Jacques";"Grattoir";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"2";"";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-10-08-GONB-SEN-021";"2018-10-08_GONB_12A_381206";"";"Palourdes | Praire";"Griffe à dents";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"8";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Qualité des produits | Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-10-08-GONB-SEN-022";"2018-10-08_GONB_12A_381218";"";"Coquille Saint-Jacques";"Rateau (générique)";"";"Oui";"";"";"";"Oui";"";"";"15";"";"";"";"";"";"Uniquement en week-end/vacances | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Gratuité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-10-08-GONB-SEN-023";"2018-10-08_GONB_12A_381229";"";"Palourdes | Praire | Coquille Saint-Jacques";"Rateau (générique)";"";"Oui";"";"";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Qualité des produits | Paysage et bon air";"Du  bord : Ligne"
"2018-10-19-GONB-SEN-001";"2018-10-19_GONB_01A_381242";"Sables vaseux";"Coques | Moules | Huitres | Coquille Saint-Jacques";"Malaxage";"";"Oui";"Oui";"Non";"1950";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"96";"Principale (>60%)";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"65";"";"Oui";"Finistère";"Plouneour-Trez, Brignogan ";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-10-08-GONB-SEN-024";"2018-10-08_GONB_12A_381244";"";"Palourdes | Praire";"Rateau (générique) | Griffe (générique)";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"7";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-10-08-GONB-SEN-025";"2018-10-08_GONB_12A_381258";"";"Coquille Saint-Jacques";"Pas d'engin";"";"Oui";"";"";"";"Oui";"";"";"20";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Qualité des produits";"Du  bord : Chasse sous-marine"
"2018-10-19-GONB-SEN-002";"2018-10-19_GONB_01A_381260";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Oui";"Non";"1984";"Oui";"";"Juil | Aou | Oct";"20";"Principale (>60%)";"";"Moules | Huitres | Palourdes";"";"";"N'importe quel jour de la semaine";"40";"";"Non";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-10-09-GONB-SEN-021";"2018-10-09_GONB_12A_381271";"";"Praire | Coquille Saint-Jacques";"Rateau  ";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"40";"";"";"";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-10-09-GONB-SEN-022";"2018-10-09_GONB_12A_381282";"";"Palourdes | Coques";"Rateau (générique)";"";"Oui";"";"";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Qualité des produits";"En bateau : Ligne | Du  bord : Ligne"
"2018-10-19-GONB-SEN-003";"2018-10-19_GONB_01A_381285";"Sables vaseux";"Arénicoles";"Pelle et bêche (générique)";"";"Oui";"Oui";"Non";"1982";"Oui";"";"Mai | Juin | Juil | Aou | Sep | Oct";"15";"Principale (>60%)";"";"Coques | Moules | Palourdes";"";"";"Uniquement en week-end/vacances";"40";"";"Oui";"Côtes-d'Armor";"4 Vaux et port de Saint Cast";"Paysage et bon air | Recherche/gratuité d'appâts";"En bateau : Ligne | Du  bord : Ligne | Eaux douces"
"2018-10-19-GONB-SEN-004";"2018-10-19_GONB_01A_381294";"Sables vaseux";"Arénicoles";"Bêche à ver";"";"Oui";"Oui";"Non";"2012";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"15";"Seule pratique";"";"Coques";"";"2";"N'importe quel jour de la semaine";"40";"";"Oui";"Côtes-d'Armor";"Fosse Eyrand Erquy";"Paysage et bon air | Recherche/gratuité d'appâts";"Du  bord : Ligne"
"2018-10-19-GONB-SEN-005";"2018-10-19_GONB_01A_381302";"Sables vaseux";"Arénicoles";"Bêche à ver";"";"Oui";"Oui";"Non";"1965";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Sep | Oct | Nov | Dec";"30";"Régulière (>25%)";"";"Praire | Coquille Saint-Jacques | Palourdes";"";"";"N'importe quel jour de la semaine";"80";"";"Oui";"Côtes-d'Armor | Morbihan";"Baie de Lancieux 22
Golfe du Morbihan 56";"Plaisir : aspect ludique | Recherche/gratuité d'appâts";"Du  bord : Ligne"
"2018-10-09-GONB-SEN-023";"2018-10-09_GONB_12A_381322";"";"Praire | Huître plate | Coquille Saint-Jacques";"Rateau  ";"";"Oui";"";"";"";"Oui";"";"";"15";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Qualité des produits | Paysage et bon air";"Du  bord : Engins dormants"
"2018-10-09-GONB-SEN-024";"2018-10-09_GONB_12A_381330";"";"Praire | Coquille Saint-Jacques";"Rateau (générique)";"";"Oui";"";"";"";"Oui";"";"";"5";"";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Qualité des produits | Paysage et bon air";"Aucune autre pêche"
"2018-10-09-GONB-SEN-025";"2018-10-09_GONB_12A_381337";"";"Palourdes";"Pas d'engin";"";"Oui";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-09-GONB-SEN-026";"2018-10-09_GONB_12A_381347";"";"Palourdes | Clam";"Griffe (générique)";"";"Oui";"";"";"";"Oui";"";"";"6";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-09-GONB-SEN-027";"2018-10-09_GONB_12A_381356";"";"Praire | Coques";"Griffe (générique)";"";"Oui";"";"";"";"Oui";"";"";"1";"";"";"";"";"";"Uniquement aux grandes marées";"";"Ne Sait pas";"";"";"";"Paysage et bon air";"Aucune autre pêche"
"2018-10-09-GONB-SEN-028";"2018-10-09_GONB_12A_381362";"";"Praire";"Griffe à dents";"";"Oui";"";"";"";"Oui";"";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"108";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-10-25-GONB-SEN-001";"2018-10-25_GONB_01A_383966";"Sables vaseux";"Moules";"Pas d'engin";"";"Oui";"Oui";"Non";"2017";"Non";"";"Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct";"3";"Seule pratique";"";"Coques";"";"";"Uniquement aux grandes marées";"90";"";"Non";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-10-25-GONB-SEN-003";"2018-10-25_GONB_01A_383977";"Sables vaseux";"Palourdes | Lançons";"Buttoir à lançons";"";"Oui";"Non Renseigné";"Non";"1971";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep | Oct";"2";"Régulière (>25%)";"";"Palourdes";"";"";"Uniquement en week-end/vacances";"90";"";"Oui";"Côtes-d'Armor";"Pointe aux chèvres Fréhél";"Paysage et bon air | Plaisir : aspect ludique";"Du  bord : Ligne | Eaux douces"
"2018-10-25-GONB-SEN-004";"2018-10-25_GONB_01A_383996";"Sables vaseux";"Moules | Huître creuse";"Pas d'engin";"";"Oui";"Oui";"Non";"2015";"Oui";"";"Avr | Mai | Juin | Juil | Aou | Sep | Oct";"10";"Régulière (>25%)";"";"Palourdes";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"70";"";"Non";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-25-GONB-SEN-004";"2018-10-25_GONB_01B_384044";"";"Palourdes";"Rateau à coques";"";"Non";"";"";"";"Oui";"";"";"10";"";"";"";"";"";"Uniquement en week-end/vacances | Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-25-GONB-SEN-006";"2018-10-25_GONB_01B_384104";"";"Palourdes";"Griffe à dents";"";"Oui";"";"";"";"Oui";"";"";"12";"";"";"";"";"";"Uniquement aux grandes marées";"80";"";"";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-10-25-GONB-SEN-007";"2018-10-25_GONB_01B_384121";"";"Palourdes | Spisule, Mactre solide";"Grattoir";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"4";"";"";"";"";"";"Lorsque la météo favorable";"70";"";"";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-10-25-GONB-SEN-008";"2018-10-25_GONB_01B_384151";"";"Palourdes | Coquille Saint-Jacques";"Rateau (générique)";"";"Oui";"Oui";"";"";"Oui";"7.0";"";"";"";"";"";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Paysage et bon air | Habitude/Tradition";"Du  bord : Ligne"
"2018-10-25-GONB-SEN-009";"2018-10-25_GONB_01B_384172";"";"Bivalves fouisseurs";"Rateau   | Griffe (générique)";"";"Ne Sait Pas";"";"Oui";"";"Non";"";"";"";"Première fois";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-10-26-GONB-SEN-001";"2018-10-26_GONB_12A_384335";"";"Vers";"Fourche";"";"Oui";"Non";"";"";"Oui";"";"";"10";"";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Recherche/gratuité d'appâts";"En bateau : Ligne | Eaux douces"
"2018-10-29-GONB-SEN-001";"2018-10-29_GONB_01A_385191";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Oui";"Non";"1970";"Oui";"";"Avr | Mai | Juil | Aou | Oct";"15";"Régulière (>25%)";"";"Moules | Huître creuse";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"Oui";"Pas-de-Calais";"Le Touquet / Berck";"Gratuité des produits | Plaisir : aspect ludique";"Du  bord : Ligne"
"2018-10-29-GONB-SEN-003";"2018-10-29_GONB_01A_385201";"Roche nue";"Huitres";"Pas d'engin";"";"Oui";"Oui";"Non";"1962";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"20";"Occasionnelle (>5%)";"";"Moules | Crustacés";"";"";"N'importe quel jour de la semaine";"70";"";"Oui";"Côtes-d'Armor";"Erquy Caroual plage";"Qualité des produits | Paysage et bon air";"En bateau : Ligne"
"2018-10-29-GONB-SEN-004";"2018-10-29_GONB_01A_385209";"Champs de blocs";"Huitres | Bigorneaux";"Pas d'engin";"";"Oui";"Oui";"Non";"1950";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"36";"Régulière (>25%)";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"85";"";"Oui";"Côtes-d'Armor";"Saint Jacut
Erquy Ilot saint Michel+Caroual";"Paysage et bon air | Habitude/Tradition";"Aucune autre pêche"
"2018-11-06-GONB-SEN-001";"2018-11-06_GONB_01A_386247";"Roche nue";"Huitres";"Pas d'engin";"";"Oui";"Oui";"Non";"1995";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"10";"Régulière (>25%)";"";"Coques";"";"";"Uniquement aux grandes marées";"90";"";"Non";"";"";"Paysage et bon air";"En bateau : Ligne | En bateau : Engins dormants"
"2018-11-06-GONB-SEN-003";"2018-11-06_GONB_01A_386270";"Sables vaseux";"Moules";"Pas d'engin";"";"Oui";"Oui";"Non";"1960";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"12";"Régulière (>25%)";"";"Moules | Palourdes | Lançons";"";"";"N'importe quel jour de la semaine";"40";"";"Non";"";"";"Paysage et bon air | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-11-06-GONB-SEN-004";"2018-11-06_GONB_01A_386276";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Oui";"Non";"1965";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"20";"Occasionnelle (>5%)";"";"Praire | Couteaux | Huitres | Palourdes | Crustacés | Crevettes";"";"";"N'importe quel jour de la semaine";"95";"";"Oui";"Côtes-d'Armor | Ille-et-Vilaine | Manche";"îlot Saint Michel (Erquy), Porcos (Cancale), Prioré (Dinard), Chausey (Granville)";"Paysage et bon air";"Aucune autre pêche"
"2018-11-06-GONB-SEN-005";"2018-11-06_GONB_01A_386282";"Sables vaseux";"Lançons";"Buttoir à lançons";"";"Oui";"Oui";"Non";"1965";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov | Dec";"5";"Régulière (>25%)";"";"Coques | Palourdes";"";"";"Uniquement aux grandes marées";"90";"";"Non";"";"";"Plaisir : aspect ludique";"En bateau : Ligne"
"2018-11-06-GONB-SEN-006";"2018-11-06_GONB_12A_386298";"";"Palourdes";"Rateau à coques";"";"Ne Sait Pas";"";"";"";"Oui";"";"";"4";"";"";"";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Eaux douces"
"2018-11-06-GONB-SEN-008";"2018-11-06_GONB_12A_386317";"";"Palourdes";"Rateau à coques";"";"Oui";"";"";"";"Oui";"";"";"10";"";"";"Palourdes";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"85";"";"";"";"";"Paysage et bon air | Convivialité";"Aucune autre pêche"
"2018-11-07-GONB-SEN-001";"2018-11-07_GONB_01A_386459";"Sables vaseux";"Coquille Saint-Jacques";"Pas d'engin";"";"Oui";"Oui";"Non";"1962";"Oui";"";"Jan | Fev | Mar | Avr | Mai | Oct | Nov | Dec";"3";"Régulière (>25%)";"";"Coques | Huitres | Arénicoles";"";"";"N'importe quel jour de la semaine";"70";"";"Non";"";"";"Paysage et bon air | Habitude/Tradition";"En bateau : Ligne | Du  bord : Ligne"
"2018-11-07-GONB-SEN-006";"2018-11-07_GONB_01A_386494";"Sables vaseux";"Coquille Saint-Jacques";"Pas d'engin";"";"Oui";"Oui";"Non";"1980";"Oui";"";"Sep | Oct | Nov";"1";"Principale (>60%)";"";"";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"90";"";"Oui";"Côtes-d'Armor";"grèves d'Hillion";"Qualité des produits";"Du  bord : Chasse sous-marine"
"2018-11-07-GONB-SEN-007";"2018-11-07_GONB_01A_386513";"Concessions de culture";"Moules";"Pas d'engin";"";"Oui";"Oui";"Non";"1970";"Oui";"";"Fev | Mar | Avr | Mai | Sep | Oct | Nov";"5";"Régulière (>25%)";"";"Coques | Palourdes | Bouquet";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"80";"";"Oui";"Côtes-d'Armor";"Erquy (Caroual, Saint Pabu, Ilot Saint Michel)";"Qualité des produits | Paysage et bon air";"En bateau : Ligne"
"2018-07-12-GUER-SEN-029";"2018-07-12_GUER_3A_386576";"Sables vaseux";"Bivalves fouisseurs | Veneridae | Palourdes | Cardidés | Coques | Coque commune";"Rateau et assimilé | Griffe (générique) | Griffe à dents | Binette (générique) | Binette";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Non Renseigné";"";"";"1";"";"";"";"";"";"Lorsque la météo favorable";"65";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-12-GUER-SEN-031";"2018-07-12_GUER_3A_386584";"Sables vaseux";"Bigorneau";"Au doigt";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Oui";"";"Juil | Aou | Sep";"6";"";"";"Bigorneau";"";"";"Uniquement aux grandes marées";"90";"";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-11-08-GONB-SEN-002";"2018-11-08_GONB_01A_386587";"Sables grossiers et graviers";"Palourdes";"Couteau à palourdes";"";"Oui";"Oui";"Non";"1968";"Oui";"";"Mai | Juin | Juil | Aou | Sep | Oct | Nov";"25";"Principale (>60%)";"";"Moules";"";"";"Uniquement aux grandes marées";"90";"";"Oui";"Côtes-d'Armor";"Erquy Ilot Saint Michel, Pleneuf Verdelet, Planguenoual la Cotentin, Port Morvan";"Qualité des produits | Passer le temps, s'occuper";"Aucune autre pêche"
"2018-11-08-GONB-SEN-004";"2018-11-08_GONB_01A_386594";"Sables grossiers et graviers | Champs de blocs";"Palourdes | Coques | Moules";"Griffe (générique)";"";"Oui";"Oui";"Non";"2008";"Oui";"";"Mai | Juin | Sep | Oct | Nov";"6";"Principale (>60%)";"";"Crustacés | Bouquet";"";"";"Uniquement aux grandes marées";"90";"";"Oui";"Côtes-d'Armor";"Ile grande, Loguivy";"Passer le temps, s'occuper";"Du  bord : Ligne | Eaux douces"
"2018-11-08-GONB-SEN-005";"2018-11-08_GONB_01A_386605";"Sables grossiers et graviers | Champs de blocs";"Palourdes";"Griffe à dents";"";"Oui";"Non";"Non";"1967";"Oui";"";"Mar | Avr | Mai | Juin | Juil | Aou | Sep | Oct | Nov";"25";"Principale (>60%)";"";"Coques | Moules | Crustacés";"";"";"N'importe quel jour de la semaine | Lorsque la météo favorable";"40";"";"Oui";"Côtes-d'Armor";"Baie de Lancieux et Saint Jacut";"Plaisir : aspect ludique | Habitude/Tradition";"Aucune autre pêche"
"2018-07-13-GUER-SEN-165";"2018-07-13_GUER_3A_386618";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Non Renseigné";"Non";"";"Oui";"";"";"24";"Régulière (>25%)";"";"Palourdes";"";"";"N'importe quel jour de la semaine";"";"Ne Sait pas";"Non Renseigné";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-11-12-GONB-SEN-001";"2018-11-12_GONB_01A_387018";"Sables vaseux";"Coques";"Griffe à dents";"";"Oui";"Oui";"Non";"1950";"Oui";"";"Avr | Mai | Sep | Oct | Nov";"8";"Régulière (>25%)";"50.0";"Praire | Moules | Palourdes";"";"";"Uniquement aux grandes marées | Lorsque la météo favorable";"100";"";"Oui";"Côtes-d'Armor | Finistère";"";"Paysage et bon air";"Aucune autre pêche"
"2018-11-12-GONB-SEN-003";"2018-11-12_GONB_01A_387029";"";"Coques";"Rateau  ";"";"Oui";"Non";"Oui";"";"Non";"";"";"";"Première fois";"";"";"";"";"Lorsque la météo favorable";"";"Ne Sait pas";"Non";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-13-GUER-SEN-166";"2018-07-13_GUER_3A_388061";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Non";"";"";"1";"";"";"Palourdes";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"";"";"";"Plaisir : aspect ludique";"Eaux douces"
"2018-07-13-GUER-SEN-167";"2018-07-13_GUER_3A_388110";"Sables vaseux";"Palourdes | Coques";"Griffe à dents";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Oui";"";"";"3";"";"";"Coques | Palourdes";"";"";"Uniquement en week-end/vacances";"70";"";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
"2018-07-12-GUER-SEN-031";"2018-07-12_GUER_3A_388335";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Oui";"";"";"12";"";"";"Palourdes";"";"";"Uniquement aux grandes marées";"85";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"En bateau : Engins dormants"
"2018-07-12-GUER-SEN-033";"2018-07-12_GUER_3A_388361";"Sables vaseux";"Vers | Vers tubes";"Bêche à ver";"";"Oui";"Non Renseigné";"Non Renseigné";"";"Oui";"";"";"12";"";"";"Arénicoles | Ver à tube";"";"";"N'importe quel jour de la semaine";"70";"";"";"";"";"Plaisir : aspect ludique | Habitude/Tradition";"Du  bord : Ligne"
"2018-07-14-GUER-SEN-022";"2018-07-14_GUER_3A_388368";"Sables vaseux";"Palourdes";"Griffe à dents";"";"Oui";"Non Renseigné";"";"";"Oui";"";"";"3";"";"";"Palourdes";"";"";"Uniquement aux grandes marées";"90";"";"";"";"";"Plaisir : aspect ludique";"Du  bord : Chasse sous-marine"
"2018-07-14-GUER-SEN-023";"2018-07-14_GUER_3A_388375";"Sables vaseux";"Palourdes | Coques";"Griffe à dents";"";"Oui";"";"";"";"Oui";"";"";"7";"";"";"Coques | Palourdes";"";"";"Uniquement en week-end/vacances";"";"Ne Sait pas";"";"";"";"Paysage et bon air | Plaisir : aspect ludique";"Aucune autre pêche"
